property_id,country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
34946,UK,Liverpool,Farmhouse,Fully-Furnished,3060,1222475,1988,3,4,3,1,0,2,0,83040,897957,15,14725,324518,0.09,5,7,7,0
34947,Singapore,Singapore,Independent House,Fully-Furnished,1710,1195788,1963,1,8,8,1,0,0,0,33140,885387,30,19860,310401,0.17,10,4,3,1
34948,Singapore,Singapore,Apartment,Unfurnished,5886,4123689,1962,2,4,3,1,1,0,0,69000,1743192,20,5995,2380497,0.19,6,5,6,0
34949,Germany,Berlin,Independent House,Fully-Furnished,2532,760543,2014,3,3,2,0,1,0,0,74840,394150,30,12460,366393,0.03,3,4,5,0
34950,India,Mumbai,Studio,Unfurnished,1274,189281,1990,4,8,4,0,0,1,1,15244,147224,30,1325,42057,0.06,4,2,9,0
34951,UK,Birmingham,Studio,Semi-Furnished,5114,2044868,1988,2,7,3,0,0,1,1,43105,856841,30,4330,1188027,0.13,7,3,2,0
34952,China,Beijing,Independent House,Semi-Furnished,3685,1397327,1984,5,2,2,1,0,1,0,38605,1054849,25,11450,342478,0.18,1,8,9,0
34953,Canada,Vancouver,Independent House,Semi-Furnished,4038,1414987,1981,0,6,3,0,0,0,0,93935,1022322,10,3535,392665,0.12,9,2,8,1
34954,Brazil,São Paulo,Independent House,Fully-Furnished,3047,610432,2003,6,2,1,0,1,2,0,33516,263370,20,17275,347062,0.06,3,2,9,0
34955,China,Shanghai,Townhouse,Fully-Furnished,2390,908652,1974,4,6,5,0,0,1,0,61660,384107,20,4270,524545,0.05,3,4,9,0
34956,India,Delhi,Farmhouse,Semi-Furnished,4250,637191,1974,0,7,6,0,0,2,0,11506,481756,20,1051,155435,0.31,2,5,5,0
34957,Australia,Brisbane,Studio,Fully-Furnished,614,194755,1980,1,1,1,1,1,1,0,84230,156150,20,13345,38605,0.01,1,1,7,0
34958,USA,Houston,Farmhouse,Fully-Furnished,3411,1700995,2021,5,7,3,1,1,1,1,99845,955549,30,15155,745446,0.06,3,5,8,0
34959,UAE,Abu Dhabi,Townhouse,Semi-Furnished,4703,2825587,1994,2,8,4,1,0,2,0,88050,1755554,15,16440,1070033,0.17,8,9,7,1
34960,Singapore,Singapore,Villa,Fully-Furnished,3847,2695596,1989,1,8,1,0,1,0,0,79595,2219320,10,17575,476276,0.32,2,5,1,0
34961,Singapore,Singapore,Townhouse,Fully-Furnished,3908,2732888,2013,6,5,2,1,0,1,1,13725,1736673,30,6750,996215,0.8,2,3,5,0
34962,France,Paris,Villa,Semi-Furnished,5635,2362518,2001,2,1,1,0,1,1,1,38875,1608454,20,4840,754064,0.31,3,6,6,0
34963,Japan,Kyoto,Townhouse,Semi-Furnished,1460,654559,1990,1,3,1,1,1,1,1,63055,402730,30,5925,251829,0.04,10,10,10,0
34964,France,Lyon,Farmhouse,Fully-Furnished,1740,731687,2005,3,4,2,1,1,0,0,40425,563292,10,2995,168395,0.16,3,3,2,0
34965,India,Delhi,Townhouse,Semi-Furnished,5848,873590,1961,6,7,7,1,0,1,0,9199,664941,20,3935,208649,0.54,5,10,5,0
34966,South Africa,Cape Town,Apartment,Fully-Furnished,5973,1079344,2018,2,8,4,1,1,1,0,20294,482109,25,7955,597235,0.16,9,7,9,1
34967,Brazil,Rio de Janeiro,Farmhouse,Unfurnished,543,106054,1988,2,2,2,1,1,3,0,34288,58480,10,6695,47574,0.02,5,5,1,0
34968,Canada,Toronto,Studio,Semi-Furnished,5816,2038456,2015,4,6,3,0,0,1,0,75535,1310152,20,12655,728304,0.13,3,6,5,0
34969,UK,London,Apartment,Fully-Furnished,3332,1329929,1963,6,8,8,0,1,1,0,72395,740413,20,3145,589516,0.08,9,5,8,1
34970,France,Lyon,Townhouse,Unfurnished,2821,1184289,1992,5,8,8,0,0,2,0,52980,531219,20,8200,653070,0.07,2,1,7,0
34971,India,Mumbai,Farmhouse,Unfurnished,4884,733920,1992,1,7,3,0,0,2,0,3023,501698,15,2283,232222,1.45,4,4,2,0
34972,USA,Chicago,Studio,Semi-Furnished,3909,1950286,1977,2,5,3,1,1,4,1,79570,1145033,25,19210,805253,0.1,4,1,6,0
34973,Australia,Sydney,Townhouse,Unfurnished,4696,1505486,1970,1,3,1,1,1,3,0,68190,1129705,15,6075,375781,0.14,8,5,3,0
34974,China,Shenzhen,Villa,Unfurnished,3645,1385081,2018,6,8,5,0,0,3,0,35900,1087347,10,8710,297734,0.34,6,7,5,0
34975,Australia,Melbourne,Independent House,Semi-Furnished,2982,951144,2001,3,7,4,0,1,0,0,48310,774482,20,6895,176662,0.12,5,6,5,0
34976,Canada,Toronto,Apartment,Semi-Furnished,4551,1596387,1987,2,5,3,1,1,2,0,24135,962172,25,11780,634215,0.27,7,1,8,1
34977,Brazil,São Paulo,Villa,Unfurnished,5079,1013572,2021,3,4,4,1,1,3,1,14896,746864,15,8400,266708,0.44,8,8,1,0
34978,Singapore,Singapore,Villa,Fully-Furnished,3079,2151073,2023,4,8,2,0,1,5,0,54670,1751072,20,18180,400001,0.24,7,4,7,0
34979,UAE,Abu Dhabi,Farmhouse,Semi-Furnished,574,340167,2013,5,4,3,1,0,1,0,11915,140702,20,2990,199465,0.09,6,10,10,0
34980,Germany,Berlin,Villa,Unfurnished,4988,1499438,1988,6,7,3,1,0,1,0,35650,711860,20,15925,787578,0.15,7,5,7,1
34981,Brazil,Rio de Janeiro,Independent House,Semi-Furnished,2268,456871,2015,6,8,5,0,1,1,0,6650,243204,20,14150,213667,0.27,2,4,4,0
34982,UAE,Dubai,Farmhouse,Semi-Furnished,1122,669405,2019,1,7,4,0,1,1,0,44375,548885,30,14980,120520,0.08,8,8,9,1
34983,France,Paris,Independent House,Fully-Furnished,5799,2433503,1985,3,1,1,0,1,0,0,63660,1345494,30,6530,1088009,0.13,8,10,3,1
34984,Singapore,Singapore,Studio,Unfurnished,4077,2855679,2013,6,2,2,1,0,2,0,86945,1182642,15,12105,1673037,0.12,6,6,5,0
34985,Brazil,Rio de Janeiro,Farmhouse,Fully-Furnished,4355,874661,1964,5,3,1,1,1,2,1,7434,659284,25,4575,215377,0.6,5,5,8,0
34986,South Africa,Cape Town,Independent House,Semi-Furnished,5847,1052525,1976,5,3,3,0,1,2,1,6732,542187,10,5265,510338,0.91,1,6,7,0
34987,China,Beijing,Villa,Unfurnished,1551,594151,2019,2,2,2,1,0,2,1,43915,289171,25,14715,304980,0.04,5,6,2,0
34988,Brazil,Rio de Janeiro,Studio,Unfurnished,5758,1155433,1973,1,3,1,0,1,0,1,19344,879303,10,18005,276130,0.52,1,4,6,0
34989,China,Beijing,Studio,Fully-Furnished,4089,1556841,1974,5,2,1,0,0,1,0,54970,845961,15,17735,710880,0.13,6,9,9,0
34990,China,Shenzhen,Independent House,Unfurnished,4966,1884599,2023,3,8,7,0,0,0,0,36910,800866,15,5000,1083733,0.19,5,6,6,0
34991,Singapore,Singapore,Farmhouse,Fully-Furnished,1731,1214954,2009,2,6,5,0,0,1,1,37915,1030309,15,11250,184645,0.24,3,10,9,0
34992,UAE,Abu Dhabi,Independent House,Unfurnished,4003,2399824,1978,0,6,6,0,0,0,0,38220,1688749,10,10785,711075,0.5,1,3,9,0
34993,Singapore,Singapore,Townhouse,Unfurnished,493,344397,1984,1,6,3,1,0,2,1,31510,164348,25,18845,180049,0.04,1,5,4,0
34994,Singapore,Singapore,Independent House,Fully-Furnished,1104,777492,1973,6,4,3,0,0,1,1,21680,451441,25,9940,326051,0.14,2,1,9,0
34995,Singapore,Singapore,Farmhouse,Fully-Furnished,3986,2793681,2003,3,8,3,0,1,1,0,26975,1947886,25,19465,845795,0.49,8,5,8,0
34996,South Africa,Cape Town,Apartment,Unfurnished,4086,740121,2016,3,1,1,0,0,0,0,9686,439365,30,8585,300756,0.29,3,6,1,0
34997,South Africa,Johannesburg,Apartment,Fully-Furnished,4410,791940,1997,0,3,2,1,0,0,0,13912,432017,30,9320,359923,0.2,5,1,2,0
34998,USA,Houston,Farmhouse,Unfurnished,1002,502242,2012,2,4,1,0,0,2,1,56945,381034,20,8240,121208,0.05,10,8,7,0
34999,Canada,Toronto,Townhouse,Unfurnished,3624,1269659,1990,2,2,1,1,0,0,0,42715,612073,25,6580,657586,0.1,3,6,9,0
35000,UK,Birmingham,Independent House,Fully-Furnished,3999,1597583,1986,1,6,6,0,1,1,0,53700,977515,20,19920,620068,0.14,8,1,10,1
35001,France,Paris,Independent House,Fully-Furnished,4670,1961111,1977,0,2,1,1,1,0,0,15550,1198539,10,7570,762572,0.88,8,2,7,0
35002,UK,Birmingham,Townhouse,Fully-Furnished,2421,966905,1968,0,2,2,1,0,1,0,37035,463200,25,16550,503705,0.08,4,6,1,0
35003,South Africa,Cape Town,Villa,Unfurnished,3012,541987,2022,6,2,2,1,1,2,0,18258,452518,25,8790,89469,0.17,6,4,9,0
35004,Australia,Sydney,Apartment,Unfurnished,2022,650536,1967,3,2,1,1,0,3,1,54585,267381,30,6935,383155,0.03,6,9,5,0
35005,Singapore,Singapore,Apartment,Fully-Furnished,5399,3780836,1996,0,5,5,1,1,0,0,59960,1765024,25,15270,2015812,0.2,7,10,10,1
35006,Germany,Munich,Townhouse,Fully-Furnished,1764,530039,1981,3,7,5,0,1,3,0,67275,440823,20,2710,89216,0.05,9,6,4,0
35007,Brazil,Rio de Janeiro,Townhouse,Unfurnished,2107,417795,1977,6,2,1,1,0,3,0,14254,318455,30,18360,99340,0.14,8,7,2,0
35008,UK,London,Apartment,Unfurnished,2510,1005111,1992,0,6,6,0,1,0,0,69525,816530,10,2865,188581,0.13,5,10,8,0
35009,Japan,Tokyo,Studio,Semi-Furnished,3113,1399734,2015,0,7,1,0,1,1,0,34505,1042497,15,16500,357237,0.26,7,2,4,1
35010,Canada,Toronto,Villa,Unfurnished,3420,1197737,2018,5,3,2,0,0,2,0,13170,699318,15,11455,498419,0.46,4,10,4,0
35011,Brazil,São Paulo,Villa,Fully-Furnished,2769,552058,1963,2,1,1,1,1,3,0,23024,287991,10,17965,264067,0.14,7,5,3,0
35012,USA,San Francisco,Apartment,Unfurnished,4337,2164314,1974,2,5,1,1,1,1,0,50675,900873,25,3120,1263441,0.12,6,5,10,0
35013,Singapore,Singapore,Villa,Fully-Furnished,2766,1940016,2006,2,3,2,1,0,1,0,86505,1032649,10,4805,907367,0.14,5,10,7,0
35014,UK,Liverpool,Apartment,Fully-Furnished,5250,2099597,1975,6,6,2,1,0,0,0,39840,1165351,10,8060,934246,0.33,1,8,6,0
35015,Japan,Tokyo,Apartment,Fully-Furnished,4562,2049676,1973,0,8,3,1,1,3,0,47760,1481652,20,16185,568024,0.23,6,10,5,0
35016,Canada,Vancouver,Farmhouse,Unfurnished,1544,543970,2005,3,7,7,0,1,0,0,42955,358119,10,5090,185851,0.09,10,6,1,1
35017,Australia,Sydney,Apartment,Semi-Furnished,2349,755760,2021,0,7,6,1,1,0,0,19765,552358,10,15735,203402,0.32,9,10,2,1
35018,Singapore,Singapore,Apartment,Semi-Furnished,3811,2671192,2010,0,3,2,0,1,3,0,78345,1256531,20,2815,1414661,0.12,3,9,7,0
35019,Japan,Tokyo,Townhouse,Fully-Furnished,429,193706,1980,6,3,3,0,1,0,1,58675,112969,25,19595,80737,0.01,10,6,8,0
35020,USA,New York,Townhouse,Unfurnished,4601,2296280,2015,2,7,7,0,0,1,0,57235,1355117,30,14635,941163,0.15,7,9,5,1
35021,France,Lyon,Villa,Fully-Furnished,659,279025,2023,3,5,4,0,0,0,0,30510,202351,30,17895,76674,0.04,1,4,8,0
35022,UK,Birmingham,Independent House,Unfurnished,5710,2286966,1970,6,2,2,1,1,1,1,90240,1621159,10,13170,665807,0.2,9,2,7,0
35023,Germany,Berlin,Townhouse,Fully-Furnished,4410,1327075,2020,0,6,5,1,0,2,0,25485,919493,10,16050,407582,0.41,2,4,6,0
35024,Singapore,Singapore,Farmhouse,Semi-Furnished,3855,2699829,1982,5,6,4,0,0,0,0,34295,1522339,20,7955,1177490,0.33,7,5,3,1
35025,Germany,Frankfurt,Independent House,Unfurnished,2851,854941,1981,3,4,2,0,0,0,0,60045,552656,30,5775,302285,0.06,7,2,9,1
35026,Canada,Montreal,Independent House,Semi-Furnished,4604,1609769,2012,1,1,1,1,0,1,0,21235,775885,25,18680,833884,0.25,6,9,9,0
35027,UAE,Dubai,Studio,Unfurnished,5571,3338059,1975,5,5,2,1,1,1,1,34490,1866678,20,14135,1471381,0.4,8,8,2,0
35028,Canada,Montreal,Farmhouse,Fully-Furnished,4540,1591552,1980,2,3,2,1,0,2,0,31190,696741,15,14495,894811,0.19,2,9,7,0
35029,South Africa,Cape Town,Studio,Unfurnished,2067,374153,2010,1,1,1,0,1,2,0,24372,191959,30,17385,182194,0.05,2,4,8,0
35030,Australia,Melbourne,Independent House,Fully-Furnished,4414,1410643,1992,5,8,7,0,1,2,1,47610,1021690,25,6780,388953,0.14,6,6,10,0
35031,China,Shenzhen,Apartment,Fully-Furnished,4741,1796630,1985,5,8,4,1,1,2,0,99675,1070322,20,13300,726308,0.08,7,8,5,1
35032,South Africa,Cape Town,Independent House,Unfurnished,1747,319010,2021,2,8,6,0,0,3,0,21166,196119,20,18615,122891,0.07,2,3,5,0
35033,China,Shenzhen,Apartment,Fully-Furnished,2453,929575,1993,0,7,5,1,0,2,1,50320,551153,20,13435,378422,0.08,3,4,4,0
35034,Japan,Tokyo,Studio,Semi-Furnished,4725,2130023,2004,3,8,7,0,0,0,0,55315,1667351,15,13795,462672,0.26,4,2,9,0
35035,Japan,Tokyo,Farmhouse,Fully-Furnished,5771,2597317,1977,6,2,1,1,0,0,0,31950,1888512,30,13615,708805,0.37,5,5,2,0
35036,Australia,Sydney,Apartment,Unfurnished,2331,745619,2001,1,5,2,0,1,1,0,12590,439113,30,8935,306506,0.22,1,4,4,0
35037,Singapore,Singapore,Villa,Unfurnished,1411,987738,1962,5,3,3,1,1,2,0,60570,645372,25,10895,342366,0.07,8,6,6,1
35038,Australia,Sydney,Farmhouse,Fully-Furnished,2863,919784,2016,4,8,3,0,1,0,0,93140,696719,20,3305,223065,0.06,5,7,6,0
35039,India,Chennai,Apartment,Semi-Furnished,724,109773,1992,1,6,4,0,0,1,0,16000,61961,20,3696,47812,0.03,7,4,1,1
35040,Canada,Vancouver,Farmhouse,Semi-Furnished,1431,500304,1970,1,5,1,0,0,1,0,61515,212217,10,4460,288087,0.04,4,1,10,0
35041,India,Mumbai,Independent House,Fully-Furnished,1909,287905,1967,1,7,4,0,1,1,0,7828,139029,20,2957,148876,0.13,2,8,4,0
35042,South Africa,Cape Town,Apartment,Semi-Furnished,4802,860249,1987,0,3,3,0,0,2,0,39736,400161,20,4410,460088,0.08,9,3,3,1
35043,Singapore,Singapore,Studio,Unfurnished,4763,3332618,1989,6,2,2,0,0,4,0,13690,2293784,25,8565,1038834,1.13,9,7,10,0
35044,Canada,Vancouver,Farmhouse,Semi-Furnished,1313,457269,1999,5,1,1,1,0,2,1,97135,190443,10,9480,266826,0.02,1,3,4,0
35045,France,Lyon,Farmhouse,Semi-Furnished,1445,610751,1994,5,5,5,0,0,0,0,87730,440049,20,13055,170702,0.04,7,4,5,1
35046,Singapore,Singapore,Independent House,Fully-Furnished,2179,1528185,2005,5,5,1,0,0,1,1,83130,1020094,30,9895,508091,0.08,6,7,7,0
35047,China,Shanghai,Studio,Unfurnished,4074,1551132,1997,5,3,1,0,1,2,0,81265,1243925,10,16525,307207,0.17,3,9,7,0
35048,Brazil,Rio de Janeiro,Independent House,Semi-Furnished,4465,892563,1971,1,6,5,0,0,4,0,35898,754638,25,9945,137925,0.14,9,9,4,0
35049,Singapore,Singapore,Studio,Semi-Furnished,4489,3145291,2019,6,7,6,0,1,1,0,93680,1514741,20,10210,1630550,0.12,7,9,10,1
35050,Canada,Vancouver,Apartment,Semi-Furnished,3716,1301257,2010,5,7,4,1,0,1,1,27320,931120,25,16470,370137,0.23,9,3,4,0
35051,South Africa,Johannesburg,Independent House,Semi-Furnished,961,172209,2008,2,3,3,0,0,1,0,19608,120175,30,12630,52034,0.04,5,9,6,0
35052,UAE,Abu Dhabi,Townhouse,Semi-Furnished,5227,3140851,2004,4,4,4,1,0,2,0,99940,1697696,20,18180,1443155,0.13,4,9,3,0
35053,South Africa,Johannesburg,Independent House,Unfurnished,1846,333476,1964,6,8,7,1,0,2,0,26524,203386,20,13315,130090,0.06,6,5,3,0
35054,Singapore,Singapore,Farmhouse,Unfurnished,1317,917365,2017,0,2,2,0,0,0,0,26260,479847,15,16980,437518,0.16,4,3,5,0
35055,Singapore,Singapore,Apartment,Unfurnished,636,440773,2007,4,1,1,1,1,0,0,80475,332758,20,9025,108015,0.03,6,5,5,0
35056,China,Shanghai,Independent House,Unfurnished,2644,1000726,1985,4,6,3,1,0,2,0,62300,720840,20,13070,279886,0.09,9,6,4,1
35057,South Africa,Cape Town,Townhouse,Fully-Furnished,3080,550700,2015,5,5,4,0,0,2,0,28184,377915,10,19705,172785,0.15,8,6,5,1
35058,UAE,Abu Dhabi,Farmhouse,Semi-Furnished,2995,1796792,1980,2,3,2,0,0,0,0,62900,1085238,30,3495,711554,0.11,8,7,3,1
35059,Brazil,São Paulo,Farmhouse,Unfurnished,5396,1079772,2001,4,8,3,0,1,3,1,17136,672501,25,12340,407271,0.26,2,1,5,0
35060,Australia,Brisbane,Villa,Unfurnished,5172,1656892,1992,3,6,1,0,0,0,0,25785,918857,10,7090,738035,0.4,7,8,3,0
35061,USA,Houston,Studio,Unfurnished,2925,1464063,2020,4,3,3,1,1,1,1,12535,1047463,20,3435,416600,0.62,1,1,1,0
35062,India,Hyderabad,Townhouse,Semi-Furnished,2712,410383,1985,3,4,2,0,0,1,0,12674,267273,20,2038,143110,0.16,7,1,9,1
35063,UK,Manchester,Villa,Semi-Furnished,5030,2012339,1981,6,5,3,1,1,0,1,47700,997117,25,11690,1015222,0.14,1,8,6,0
35064,France,Lyon,Studio,Fully-Furnished,1232,517212,1993,1,1,1,1,1,2,0,73060,306645,20,9295,210567,0.03,9,8,10,1
35065,UK,Liverpool,Studio,Fully-Furnished,2771,1109453,2006,5,8,4,0,0,4,0,37445,600495,15,10040,508958,0.14,5,4,1,0
35066,France,Lyon,Independent House,Semi-Furnished,1071,445896,2009,1,6,5,0,1,0,0,43055,290400,20,4270,155496,0.05,7,7,8,1
35067,France,Lyon,Apartment,Unfurnished,2782,1170376,1977,6,2,2,0,1,0,0,38245,631728,15,18155,538648,0.14,5,5,3,0
35068,Canada,Vancouver,Villa,Unfurnished,1640,575631,1984,1,3,3,0,0,1,0,52250,267527,10,12075,308104,0.06,5,3,1,0
35069,Canada,Toronto,Independent House,Unfurnished,3286,1149584,2023,1,7,1,1,0,0,1,82430,522388,25,7150,627196,0.04,4,2,7,0
35070,France,Lyon,Independent House,Semi-Furnished,4085,1716661,1965,2,6,3,0,1,2,0,95750,1453686,20,14805,262975,0.11,4,10,3,0
35071,Australia,Sydney,Farmhouse,Semi-Furnished,5284,1689202,1976,5,7,1,1,1,3,1,32200,1108473,25,10590,580729,0.23,5,4,1,0
35072,India,Delhi,Farmhouse,Fully-Furnished,739,112389,1999,4,7,5,0,1,0,0,18829,86628,30,2731,25761,0.03,7,10,10,1
35073,UAE,Abu Dhabi,Studio,Unfurnished,2367,1422177,2004,6,5,3,0,1,0,0,92585,1167696,15,4825,254481,0.11,9,5,2,1
35074,China,Shenzhen,Independent House,Unfurnished,5099,1936333,1971,3,5,3,1,0,0,0,64710,1606956,10,16245,329377,0.28,4,8,6,0
35075,Germany,Munich,Apartment,Unfurnished,690,210001,1999,2,7,5,0,1,1,0,91995,151185,15,7265,58816,0.01,3,7,6,0
35076,France,Marseille,Apartment,Semi-Furnished,3122,1307553,2019,6,7,6,0,1,4,0,33025,734971,25,7635,572582,0.15,1,3,9,0
35077,USA,New York,Villa,Semi-Furnished,4079,2042970,1975,3,3,1,0,0,2,0,68020,887128,30,18785,1155842,0.08,8,4,3,1
35078,UK,Birmingham,Townhouse,Unfurnished,1880,752077,1980,2,3,3,1,1,0,0,40985,620321,30,5520,131756,0.1,9,5,6,1
35079,South Africa,Cape Town,Independent House,Unfurnished,5780,1040564,2012,4,2,1,0,1,2,1,34128,699463,20,8495,341101,0.15,10,3,6,0
35080,Singapore,Singapore,Farmhouse,Fully-Furnished,1553,1086225,1995,6,6,5,1,1,1,0,18365,748819,20,8450,337406,0.3,7,1,10,1
35081,Canada,Montreal,Studio,Semi-Furnished,4983,1742333,1970,2,1,1,1,0,1,0,28205,1025864,30,6260,716469,0.23,5,4,4,0
35082,South Africa,Johannesburg,Independent House,Semi-Furnished,2089,375012,1990,3,8,8,0,1,3,1,25966,268933,20,4145,106079,0.08,8,8,3,0
35083,Germany,Berlin,Apartment,Semi-Furnished,4366,1306837,1975,4,3,2,0,0,3,0,66520,920071,30,16050,386766,0.09,1,8,9,0
35084,UK,London,Farmhouse,Unfurnished,4288,1710486,1999,4,3,1,0,1,3,1,12600,1078706,30,17190,631780,0.54,2,8,2,0
35085,Japan,Kyoto,Studio,Semi-Furnished,3801,1715300,1960,5,3,1,0,0,1,1,81645,728651,10,8470,986649,0.1,4,9,1,0
35086,USA,New York,Townhouse,Semi-Furnished,3488,1741888,2023,3,6,3,0,0,3,0,86800,1438296,30,16045,303592,0.1,10,1,6,0
35087,France,Lyon,Townhouse,Unfurnished,2977,1246374,1976,4,2,2,0,1,0,0,74040,579660,25,11120,666714,0.05,8,8,2,1
35088,UK,Liverpool,Studio,Unfurnished,4115,1644634,1994,0,6,2,0,0,1,0,78570,838367,30,13405,806267,0.07,5,7,3,0
35089,USA,Chicago,Apartment,Unfurnished,3674,1841703,1971,2,7,7,1,0,4,0,96135,1556652,25,16295,285051,0.11,4,1,6,0
35090,South Africa,Johannesburg,Studio,Unfurnished,1358,241109,1987,3,2,1,0,1,4,0,32422,114829,15,3255,126280,0.03,9,3,4,0
35091,South Africa,Johannesburg,Studio,Semi-Furnished,852,155117,1969,1,7,4,1,1,1,0,8012,80743,20,11060,74374,0.08,7,10,3,1
35092,Singapore,Singapore,Farmhouse,Unfurnished,2151,1504948,1964,4,7,7,1,1,1,1,69180,1241212,25,5395,263736,0.12,1,6,8,0
35093,UAE,Abu Dhabi,Townhouse,Fully-Furnished,3211,1928666,2014,1,7,7,1,0,1,0,52415,1399791,20,18190,528875,0.2,9,6,9,1
35094,Australia,Brisbane,Studio,Unfurnished,3808,1215424,1960,6,7,5,1,0,0,0,87970,685383,25,16545,530041,0.05,10,9,10,1
35095,France,Lyon,Villa,Semi-Furnished,3797,1597624,1973,2,7,7,1,0,2,0,67890,1203783,30,8760,393841,0.11,1,3,5,0
35096,Singapore,Singapore,Villa,Unfurnished,5769,4039416,2004,5,7,4,0,1,1,1,24760,2426699,30,18615,1612717,0.62,2,2,2,0
35097,UAE,Dubai,Studio,Semi-Furnished,1448,869816,2014,5,6,4,0,1,2,0,23105,503358,10,10820,366458,0.25,3,5,7,0
35098,Singapore,Singapore,Studio,Unfurnished,5390,3772065,1987,0,2,2,0,1,1,0,40705,2622460,30,8950,1149605,0.41,6,6,9,0
35099,China,Beijing,Studio,Unfurnished,3433,1308923,2010,2,5,5,1,0,2,0,73190,626173,10,13185,682750,0.1,7,2,10,1
35100,UAE,Abu Dhabi,Villa,Fully-Furnished,4389,2636138,2003,2,7,6,0,1,0,1,47715,1892420,15,17670,743718,0.35,2,1,9,0
35101,Singapore,Singapore,Farmhouse,Fully-Furnished,1470,1033801,1996,4,5,4,0,0,0,0,61700,720276,25,11140,313525,0.08,3,4,8,0
35102,France,Marseille,Independent House,Fully-Furnished,5102,2141070,1983,0,5,2,1,1,1,0,52450,904985,25,5280,1236085,0.12,7,6,10,1
35103,Singapore,Singapore,Farmhouse,Unfurnished,4568,3198985,1989,0,6,2,0,1,0,0,95490,2218427,10,4755,980558,0.26,2,3,4,0
35104,Brazil,Rio de Janeiro,Studio,Semi-Furnished,1055,210440,1993,6,5,2,0,1,3,0,15380,86782,15,19815,123658,0.05,5,3,3,0
35105,Canada,Vancouver,Apartment,Unfurnished,4763,1668114,1964,5,2,1,0,0,0,0,42140,1406819,30,4535,261295,0.21,5,4,10,0
35106,India,Mumbai,Apartment,Fully-Furnished,2968,443976,1988,4,2,1,0,1,0,0,6533,240453,30,2726,203523,0.23,5,8,5,0
35107,China,Beijing,Farmhouse,Fully-Furnished,3079,1168278,2006,2,6,2,0,1,1,0,65130,843655,15,4545,324623,0.11,7,4,6,1
35108,Singapore,Singapore,Independent House,Semi-Furnished,4092,2869055,1967,2,8,4,1,0,1,1,90905,1918150,25,19370,950905,0.14,4,4,4,0
35109,Brazil,Rio de Janeiro,Studio,Semi-Furnished,2054,408575,1960,3,1,1,0,1,2,0,4352,309237,25,12380,99338,0.48,10,4,3,0
35110,South Africa,Cape Town,Studio,Semi-Furnished,1502,273500,1992,5,5,2,0,1,2,0,27392,120650,20,11195,152850,0.03,8,5,10,1
35111,France,Lyon,Farmhouse,Unfurnished,1576,661254,2000,5,2,1,0,1,1,0,34835,418911,30,15785,242343,0.08,6,5,8,0
35112,Japan,Kyoto,Studio,Unfurnished,3428,1542339,1986,4,8,6,1,0,1,0,27675,1263811,25,4750,278528,0.31,7,10,8,1
35113,UK,Manchester,Studio,Unfurnished,2338,937748,1975,1,1,1,0,0,0,0,34175,486274,10,2865,451474,0.16,1,3,9,0
35114,China,Beijing,Villa,Semi-Furnished,3357,1270934,2010,5,7,2,0,1,0,1,73865,834990,25,3105,435944,0.08,2,8,4,0
35115,UAE,Abu Dhabi,Townhouse,Unfurnished,4721,2831869,1982,5,2,1,1,0,1,0,58105,1201524,10,14905,1630345,0.23,10,6,2,1
35116,South Africa,Cape Town,Apartment,Semi-Furnished,3379,612358,1986,4,2,2,0,0,2,0,28210,292555,25,14080,319803,0.07,1,5,2,0
35117,Australia,Sydney,Farmhouse,Fully-Furnished,4263,1366003,1981,6,6,3,1,0,1,0,31530,781929,30,4485,584074,0.16,5,3,9,0
35118,Canada,Montreal,Villa,Unfurnished,4210,1469395,1979,6,8,6,1,1,0,0,84095,820164,25,18105,649231,0.07,8,5,6,1
35119,Singapore,Singapore,Independent House,Fully-Furnished,1960,1375811,1989,5,7,1,1,0,1,0,85195,801072,30,10370,574739,0.06,10,7,10,1
35120,Japan,Tokyo,Farmhouse,Unfurnished,5560,2498786,1994,1,3,2,1,1,0,0,85830,1690885,30,4920,807901,0.12,3,4,6,0
35121,Brazil,Rio de Janeiro,Villa,Semi-Furnished,1293,257754,1973,3,8,4,0,1,2,0,26314,151574,30,2610,106180,0.04,7,10,2,1
35122,China,Shanghai,Apartment,Semi-Furnished,1134,435754,1973,4,2,2,1,1,2,0,27030,176669,10,19385,259085,0.07,4,9,4,0
35123,China,Shenzhen,Villa,Fully-Furnished,4500,1714465,2001,5,4,4,1,0,1,0,31220,1100767,25,11755,613698,0.24,6,9,3,0
35124,Japan,Kyoto,Apartment,Semi-Furnished,2901,1309585,1971,5,4,2,1,1,0,0,89350,964391,20,14680,345194,0.08,3,5,8,0
35125,USA,New York,Villa,Fully-Furnished,2935,1470150,1993,1,2,2,1,1,2,0,33220,872036,25,4100,598114,0.18,3,3,2,0
35126,USA,Houston,Apartment,Unfurnished,5578,2786801,2004,1,3,1,0,0,3,0,81220,1605132,20,11010,1181669,0.15,7,7,1,0
35127,Australia,Melbourne,Villa,Fully-Furnished,2017,642781,2023,3,5,1,1,0,1,0,28350,369966,20,6895,272815,0.1,4,7,2,0
